cod_ibge;municipio;state;population
2932606;Urandi ;BA;16665
2932705;Uruçuca ;BA;20413
2932804;Utinga ;BA;19256
2932903;Valença ;BA;97233
2933000;Valente ;BA;28800
2933059;Várzea da Roça ;BA;14121
2933109;Várzea do Poço ;BA;9210
2933158;Várzea Nova ;BA;12625
2933174;Varzedo ;BA;8785
2933208;Vera Cruz ;BA;43716
2933257;Vereda ;BA;6153
2933307;Vitória da Conquista ;BA;341128
2933406;Wagner ;BA;9344
2933455;Wanderley ;BA;12180
2933505;Wenceslau Guimarães ;BA;20978
2933604;Xique-Xique ;BA;46523
3100104;Abadia dos Dourados ;MG;7006
3100203;Abaeté ;MG;23250
3100302;Abre Campo ;MG;13444
3100401;Acaiaca ;MG;3994
3100500;Açucena ;MG;9368
3100609;Água Boa ;MG;13523
3100708;Água Comprida ;MG;1992
3100807;Aguanil ;MG;4522
3100906;Águas Formosas ;MG;19247
3101003;Águas Vermelhas ;MG;13599
3101102;Aimorés ;MG;25141
3101201;Aiuruoca ;MG;5976
3101300;Alagoa ;MG;2665
3101409;Albertina ;MG;3011
3101508;Além Paraíba ;MG;35401
3101607;Alfenas ;MG;80494
3101631;Alfredo Vasconcelos ;MG;6981
3101706;Almenara ;MG;42143
3101805;Alpercata ;MG;7436
3101904;Alpinópolis ;MG;19958
3102001;Alterosa ;MG;14517
3102050;Alto Caparaó ;MG;5894
3102100;Alto Rio Doce ;MG;10859
3102209;Alvarenga ;MG;3844
3102308;Alvinópolis ;MG;15169
3102407;Alvorada de Minas ;MG;3605
3102506;Amparo do Serra ;MG;4678
3102605;Andradas ;MG;41396
3102704;Cachoeira de Pajeú ;MG;9442
3102803;Andrelândia ;MG;12206
3102852;Angelândia ;MG;8557
3102902;Antônio Carlos ;MG;11459
3103009;Antônio Dias ;MG;9275
3103108;Antônio Prado de Minas ;MG;1587
3103207;Araçaí ;MG;2354
3103306;Aracitaba ;MG;2059
3103405;Araçuaí ;MG;36712
3103504;Araguari ;MG;117825
3103603;Arantina ;MG;2787
3103702;Araponga ;MG;8453
3103751;Araporã ;MG;6931
3103801;Arapuá ;MG;2835
3103900;Araújos ;MG;9401
3104007;Araxá ;MG;107337
3104106;Arceburgo ;MG;10883
3104205;Arcos ;MG;40380
3104304;Areado ;MG;15181
3104403;Argirita ;MG;2704
3104452;Aricanduva ;MG;5269
3104502;Arinos ;MG;17862
3104601;Astolfo Dutra ;MG;14270
3104700;Ataléia ;MG;12678
3104809;Augusto de Lima ;MG;4851
3104908;Baependi ;MG;19199
3105004;Baldim ;MG;7803
3105103;Bambuí ;MG;23898
3105202;Bandeira ;MG;4766
3105301;Bandeira do Sul ;MG;5778
3105400;Barão de Cocais ;MG;32866
3105509;Barão de Monte Alto ;MG;5354
3105608;Barbacena ;MG;138204
3105707;Barra Longa ;MG;5015
3105905;Barroso ;MG;20897
3106002;Bela Vista de Minas ;MG;10262
3106101;Belmiro Braga ;MG;3425
3106200;Belo Horizonte ;MG;2521564
3106309;Belo Oriente ;MG;26994
3106408;Belo Vale ;MG;7719
3106507;Berilo ;MG;11872
3106606;Bertópolis ;MG;4607
3106655;Berizal ;MG;4764
3106705;Betim ;MG;444784
3106804;Bias Fortes ;MG;3329
3106903;Bicas ;MG;14554
3107000;Biquinhas ;MG;2498
3107109;Boa Esperança ;MG;40219
3107208;Bocaina de Minas ;MG;5089
3107307;Bocaiúva ;MG;50256
3107406;Bom Despacho ;MG;51028
3107505;Bom Jardim de Minas ;MG;6459
3107604;Bom Jesus da Penha ;MG;4244
3107703;Bom Jesus do Amparo ;MG;6133
3107802;Bom Jesus do Galho ;MG;14862
3107901;Bom Repouso ;MG;10537
3108008;Bom Sucesso ;MG;17607
3108107;Bonfim ;MG;6860
3108206;Bonfinópolis de Minas ;MG;5444
3108255;Bonito de Minas ;MG;11369
3108305;Borda da Mata ;MG;19614
3108404;Botelhos ;MG;14949
3108503;Botumirim ;MG;6288
3108552;Brasilândia de Minas ;MG;16748
3108602;Brasília de Minas ;MG;32405
3108701;Brás Pires ;MG;4293
3108800;Braúnas ;MG;4769
3108909;Brazópolis ;MG;14410
3109006;Brumadinho ;MG;40666
3109105;Bueno Brandão ;MG;10991
3109204;Buenópolis ;MG;10353
3109253;Bugre ;MG;3983
3109303;Buritis ;MG;25013
3109402;Buritizeiro ;MG;28121
3109451;Cabeceira Grande ;MG;6988
3109501;Cabo Verde ;MG;14075
3109600;Cachoeira da Prata ;MG;3591
3109709;Cachoeira de Minas ;MG;11579
3109808;Cachoeira Dourada ;MG;2706
3109907;Caetanópolis ;MG;11749
3110004;Caeté ;MG;45047
3110103;Caiana ;MG;5541
3110202;Cajuri ;MG;3974
3110301;Caldas ;MG;14541
3110400;Camacho ;MG;2869
3110509;Camanducaia ;MG;21801
3110608;Cambuí ;MG;29814
3110707;Cambuquira ;MG;12812
3110806;Campanário ;MG;3730
3110905;Campanha ;MG;16762
3111002;Campestre ;MG;21054
3111101;Campina Verde ;MG;19752
3111150;Campo Azul ;MG;3824
3111200;Campo Belo ;MG;54186
3111309;Campo do Meio ;MG;11651
3111408;Campo Florido ;MG;8269
3111507;Campos Altos ;MG;15563
3111606;Campos Gerais ;MG;28842
3111705;Canaã ;MG;4548
3111804;Canápolis ;MG;12201
3111903;Cana Verde ;MG;5594
3112000;Candeias ;MG;14888
3112059;Cantagalo ;MG;4551
3112109;Caparaó ;MG;5451
3112208;Capela Nova ;MG;4634
3112307;Capelinha ;MG;38057
3112406;Capetinga ;MG;6890
3112505;Capim Branco ;MG;9826
3112604;Capinópolis ;MG;16234
3112653;Capitão Andrade ;MG;5514
3112703;Capitão Enéas ;MG;15313
3112802;Capitólio ;MG;8663
3112901;Caputira ;MG;9308
3113008;Caraí ;MG;23780
3113107;Caranaíba ;MG;3166
3113206;Carandaí ;MG;25669
3113305;Carangola ;MG;33011
3113404;Caratinga ;MG;92603
3113503;Carbonita ;MG;9414
3113602;Careaçu ;MG;6792
3113701;Carlos Chagas ;MG;18674
3113800;Carmésia ;MG;2646
3113909;Carmo da Cachoeira ;MG;12182
3114006;Carmo da Mata ;MG;11511
3114105;Carmo de Minas ;MG;14947
3114204;Carmo do Cajuru ;MG;22693
3114303;Carmo do Paranaíba ;MG;30334
3114402;Carmo do Rio Claro ;MG;21268
3114501;Carmópolis de Minas ;MG;19559
3114550;Carneirinho ;MG;10066
3114600;Carrancas ;MG;4049
3114709;Carvalhópolis ;MG;3597
3114808;Carvalhos ;MG;4461
3114907;Casa Grande ;MG;2254
3115003;Cascalho Rico ;MG;3092
3115102;Cássia ;MG;17740
3115201;Conceição da Barra de Minas ;MG;3946
3115300;Cataguases ;MG;75540
3115359;Catas Altas ;MG;5421
3115409;Catas Altas da Noruega ;MG;3653
3115458;Catuji ;MG;6257
3115474;Catuti ;MG;4965
3115508;Caxambu ;MG;21610
3115607;Cedro do Abaeté ;MG;1157
3115706;Central de Minas ;MG;7046
3115805;Centralina ;MG;10346
3115904;Chácara ;MG;3186
3116001;Chalé ;MG;5699
3116100;Chapada do Norte ;MG;15345
3116159;Chapada Gaúcha ;MG;13953
3116209;Chiador ;MG;2671
3116308;Cipotânea ;MG;6799
3116407;Claraval ;MG;4853
3116506;Claro dos Poções ;MG;7514
3116605;Cláudio ;MG;28859
3116704;Coimbra ;MG;7594
3116803;Coluna ;MG;8841
3116902;Comendador Gomes ;MG;3120
3117009;Comercinho ;MG;6774
3117108;Conceição da Aparecida ;MG;10322
3117207;Conceição das Pedras ;MG;2813
3117306;Conceição das Alagoas ;MG;28346
3117405;Conceição de Ipanema ;MG;4578
3117504;Conceição do Mato Dentro ;MG;17503
3117603;Conceição do Pará ;MG;5533
3117702;Conceição do Rio Verde ;MG;13684
3117801;Conceição dos Ouros ;MG;11748
3117836;Cônego Marinho ;MG;7686
3117876;Confins ;MG;6800
3117900;Congonhal ;MG;12082
3118007;Congonhas ;MG;55309
3118106;Congonhas do Norte ;MG;5046
3118205;Conquista ;MG;6969
3118304;Conselheiro Lafaiete ;MG;129606
3118403;Conselheiro Pena ;MG;22949
3118502;Consolação ;MG;1784
3118601;Contagem ;MG;668949
3118700;Coqueiral ;MG;9128
3118809;Coração de Jesus ;MG;26611
3118908;Cordisburgo ;MG;8897
3119005;Cordislândia ;MG;3542
3119104;Corinto ;MG;23668
3119203;Coroaci ;MG;9943
3119302;Coromandel ;MG;27966
3119401;Coronel Fabriciano ;MG;110290
3119500;Coronel Murta ;MG;9215
3119609;Coronel Pacheco ;MG;3090
3119708;Coronel Xavier Chaves ;MG;3441
3119807;Córrego Danta ;MG;3191
3119906;Córrego do Bom Jesus ;MG;3694
3119955;Córrego Fundo ;MG;6382
3120003;Córrego Novo ;MG;2728
3120102;Couto de Magalhães de Minas ;MG;4423
3120151;Crisólita ;MG;6760
3120201;Cristais ;MG;12931
3120300;Cristália ;MG;5982
3120409;Cristiano Otoni ;MG;5156
3120508;Cristina ;MG;10226
3120607;Crucilândia ;MG;5054
3120706;Cruzeiro da Fortaleza ;MG;3639
3120805;Cruzília ;MG;15474
3120839;Cuparaque ;MG;5005
3120870;Curral de Dentro ;MG;7799
3120904;Curvelo ;MG;80616
3121001;Datas ;MG;5421
3121100;Delfim Moreira ;MG;8016
3121209;Delfinópolis ;MG;7131
3121258;Delta ;MG;10768
3121308;Descoberto ;MG;5029
3121407;Desterro de Entre Rios ;MG;7255
3121506;Desterro do Melo ;MG;2884
3121605;Diamantina ;MG;47825
3121704;Diogo de Vasconcelos ;MG;3790
3121803;Dionísio ;MG;7609
3121902;Divinésia ;MG;3424
3122009;Divino ;MG;19976
3122108;Divino das Laranjeiras ;MG;4974
3122207;Divinolândia de Minas ;MG;7614
3122306;Divinópolis ;MG;240408
3122355;Divisa Alegre ;MG;6868
3122405;Divisa Nova ;MG;6025
3122454;Divisópolis ;MG;11211
3122470;Dom Bosco ;MG;3655
3122504;Dom Cavati ;MG;5048
3122603;Dom Joaquim ;MG;4451
3122702;Dom Silvério ;MG;5232
3122801;Dom Viçoso ;MG;2997
3122900;Dona Eusébia ;MG;6619
3123007;Dores de Campos ;MG;10223
3123106;Dores de Guanhães ;MG;5154
3123205;Dores do Indaiá ;MG;13427
3123304;Dores do Turvo ;MG;4230
3123403;Doresópolis ;MG;1533
3123502;Douradoquara ;MG;1912
3123528;Durandé ;MG;7870
3123601;Elói Mendes ;MG;28320
3123700;Engenheiro Caldas ;MG;11202
3123809;Engenheiro Navarro ;MG;7241
3123858;Entre Folhas ;MG;5377
3123908;Entre Rios de Minas ;MG;15380
3124005;Ervália ;MG;18958
3124104;Esmeraldas ;MG;71551
3124203;Espera Feliz ;MG;25122
3124302;Espinosa ;MG;31610
3124401;Espírito Santo do Dourado ;MG;4710
3124500;Estiva ;MG;11386
3124609;Estrela Dalva ;MG;2325
3124708;Estrela do Indaiá ;MG;3491
3124807;Estrela do Sul ;MG;8018
3124906;Eugenópolis ;MG;11330
3125002;Ewbank da Câmara ;MG;3923
3125101;Extrema ;MG;36951
3125200;Fama ;MG;2376
3125309;Faria Lemos ;MG;3221
3125408;Felício dos Santos ;MG;4704
3125507;São Gonçalo do Rio Preto ;MG;3173
3125606;Felisburgo ;MG;7504
3125705;Felixlândia ;MG;15433
3125804;Fernandes Tourinho ;MG;3466
3125903;Ferros ;MG;9696
3125952;Fervedouro ;MG;11054
3126000;Florestal ;MG;7533
3126109;Formiga ;MG;67822
3126208;Formoso ;MG;9688
3126307;Fortaleza de Minas ;MG;4437
3126406;Fortuna de Minas ;MG;2967
3126505;Francisco Badaró ;MG;10321
3126604;Francisco Dumont ;MG;5242
3126703;Francisco Sá ;MG;26369
3126752;Franciscópolis ;MG;5338
3126802;Frei Gaspar ;MG;5869
3126901;Frei Inocêncio ;MG;9664
3126950;Frei Lagonegro ;MG;3487
3127008;Fronteira ;MG;18492
3127057;Fronteira dos Vales ;MG;4561
3127073;Fruta de Leite ;MG;5299
3127107;Frutal ;MG;60012
3127206;Funilândia ;MG;4392
3127305;Galiléia ;MG;6790
3127339;Gameleiras ;MG;5096
3127354;Glaucilândia ;MG;3164
3127370;Goiabeira ;MG;3378
3127388;Goianá ;MG;3990
3127404;Gonçalves ;MG;4355
3127503;Gonzaga ;MG;6171
3127602;Gouveia ;MG;11818
3127701;Governador Valadares ;MG;281046
3127800;Grão Mogol ;MG;15890
3127909;Grupiara ;MG;1387
3128006;Guanhães ;MG;34573
3128105;Guapé ;MG;14258
3128204;Guaraciaba ;MG;10315
3128253;Guaraciama ;MG;4989
3128303;Guaranésia ;MG;19017
3128402;Guarani ;MG;8918
3128501;Guarará ;MG;3775
3128600;Guarda-Mor ;MG;6569
3128709;Guaxupé ;MG;52078
3128808;Guidoval ;MG;7051
3128907;Guimarânia ;MG;8105
3129004;Guiricema ;MG;8343
3129103;Gurinhatã ;MG;5577
3129202;Heliodora ;MG;6591
3129301;Iapu ;MG;11045
3129400;Ibertioga ;MG;5010
3129509;Ibiá ;MG;25358
3129608;Ibiaí ;MG;8437
3129657;Ibiracatu ;MG;5369
3129707;Ibiraci ;MG;13986
3129806;Ibirité ;MG;182153
3129905;Ibitiúra de Minas ;MG;3492
3130002;Ibituruna ;MG;2996
3130051;Icaraí de Minas ;MG;12097
3130101;Igarapé ;MG;43817
3130200;Igaratinga ;MG;11005
3130309;Iguatama ;MG;7923
3130408;Ijaci ;MG;6610
3130507;Ilicínea ;MG;12444
3130556;Imbé de Minas ;MG;6940
3130606;Inconfidentes ;MG;7358
3130655;Indaiabira ;MG;7339
3130705;Indianópolis ;MG;6951
3130804;Ingaí ;MG;2776
3130903;Inhapim ;MG;24079
3131000;Inhaúma ;MG;6312
3131109;Inimutaba ;MG;7560
3131158;Ipaba ;MG;18769
3131208;Ipanema ;MG;20000
3131307;Ipatinga ;MG;265409
3131406;Ipiaçu ;MG;4225
3131505;Ipuiúna ;MG;10118
3131604;Iraí de Minas ;MG;7027
3131703;Itabira ;MG;120904
3131802;Itabirinha ;MG;11576
3131901;Itabirito ;MG;52446
3132008;Itacambira ;MG;5417
3132107;Itacarambi ;MG;18164
3132206;Itaguara ;MG;13435
3132305;Itaipé ;MG;12836
3132404;Itajubá ;MG;97334
3132503;Itamarandiba ;MG;34936
3132602;Itamarati de Minas ;MG;4375
3132701;Itambacuri ;MG;23209
3132800;Itambé do Mato Dentro ;MG;2056
3132909;Itamogi ;MG;10157
3133006;Itamonte ;MG;15714
3133105;Itanhandu ;MG;15423
3133204;Itanhomi ;MG;12244
3133303;Itaobim ;MG;21029
3133402;Itapagipe ;MG;15379
3133501;Itapecerica ;MG;21761
3133600;Itapeva ;MG;9881
3133709;Itatiaiuçu ;MG;11252
3133758;Itaú de Minas ;MG;16199
3133808;Itaúna ;MG;93847
3133907;Itaverava ;MG;5369
3134004;Itinga ;MG;15022
3134103;Itueta ;MG;6063
3134202;Ituiutaba ;MG;105255
3134301;Itumirim ;MG;6000
3134400;Iturama ;MG;39690
3134509;Itutinga ;MG;3768
3134608;Jaboticatubas ;MG;20418
3134707;Jacinto ;MG;12323
3134806;Jacuí ;MG;7691
3134905;Jacutinga ;MG;26264
3135001;Jaguaraçu ;MG;3142
3135050;Jaíba ;MG;39388
3135076;Jampruca ;MG;5429
3135100;Janaúba ;MG;72018
3135209;Januária ;MG;67852
3135308;Japaraíba ;MG;4384
3135357;Japonvar ;MG;7982
3135407;Jeceaba ;MG;4852
3135456;Jenipapo de Minas ;MG;7738
3135506;Jequeri ;MG;12315
3135605;Jequitaí ;MG;7468
3135704;Jequitibá ;MG;5207
3135803;Jequitinhonha ;MG;25474
3135902;Jesuânia ;MG;4780
3136009;Joaíma ;MG;15455
3136108;Joanésia ;MG;4476
3136207;João Monlevade ;MG;80416
3136306;João Pinheiro ;MG;47726
3136405;Joaquim Felício ;MG;4727
3136504;Jordânia ;MG;10842
3136520;José Gonçalves de Minas ;MG;4487
3136553;José Raydan ;MG;5050
3136579;Josenópolis ;MG;4889
3136603;Nova União ;MG;5732
3136652;Juatuba ;MG;27392
3136702;Juiz de Fora ;MG;573285
3136801;Juramento ;MG;4345
3136900;Juruaia ;MG;10681
3136959;Juvenília ;MG;5715
3137007;Ladainha ;MG;18193
3137106;Lagamar ;MG;7600
3137205;Lagoa da Prata ;MG;52711
3137304;Lagoa dos Patos ;MG;4082
3137403;Lagoa Dourada ;MG;13063
3137502;Lagoa Formosa ;MG;18111
3137536;Lagoa Grande ;MG;9608
3137601;Lagoa Santa ;MG;65657
3137700;Lajinha ;MG;19918
3137809;Lambari ;MG;20907
3137908;Lamim ;MG;3379
3138005;Laranjal ;MG;6833
3138104;Lassance ;MG;6503
3138203;Lavras ;MG;104783
3138302;Leandro Ferreira ;MG;3226
3138351;Leme do Prado ;MG;4920
3138401;Leopoldina ;MG;52640
3138500;Liberdade ;MG;5031
3138609;Lima Duarte ;MG;16724
3138625;Limeira do Oeste ;MG;7589
3138658;Lontra ;MG;9714
3138674;Luisburgo ;MG;6258
3138682;Luislândia ;MG;6718
3138708;Luminárias ;MG;5438
3138807;Luz ;MG;18257
3138906;Machacalis ;MG;7111
3139003;Machado ;MG;42413
3139102;Madre de Deus de Minas ;MG;5109
3139201;Malacacheta ;MG;18602
3139250;Mamonas ;MG;6554
3139300;Manga ;MG;18226
3139409;Manhuaçu ;MG;91169
3139508;Manhumirim ;MG;22802
3139607;Mantena ;MG;27647
3139706;Maravilhas ;MG;8046
3139805;Mar de Espanha ;MG;12901
3139904;Maria da Fé ;MG;14056
3140001;Mariana ;MG;61288
3140100;Marilac ;MG;4097
3140159;Mário Campos ;MG;15619
3140209;Maripá de Minas ;MG;2987
3140308;Marliéria ;MG;4034
3140407;Marmelópolis ;MG;2728
3140506;Martinho Campos ;MG;13443
3140530;Martins Soares ;MG;8531
3140555;Mata Verde ;MG;8644
3140605;Materlândia ;MG;4436
3140704;Mateus Leme ;MG;31364
3140803;Matias Barbosa ;MG;14548
3140852;Matias Cardoso ;MG;11260
3140902;Matipó ;MG;19005
3141009;Mato Verde ;MG;12412
3141108;Matozinhos ;MG;38151
3141207;Matutina ;MG;3741
3141306;Medeiros ;MG;3832
3141405;Medina ;MG;20759
3141504;Mendes Pimentel ;MG;6446
3141603;Mercês ;MG;10758
3141702;Mesquita ;MG;5546
3141801;Minas Novas ;MG;31497
3141900;Minduri ;MG;3893
3142007;Mirabela ;MG;13620
3142106;Miradouro ;MG;10787
3142205;Miraí ;MG;15111
3142254;Miravânia ;MG;4914
3142304;Moeda ;MG;4934
3142403;Moema ;MG;7554
3142502;Monjolos ;MG;2202
3142601;Monsenhor Paulo ;MG;8727
3142700;Montalvânia ;MG;14747
3142809;Monte Alegre de Minas ;MG;21236
3142908;Monte Azul ;MG;20696
3143005;Monte Belo ;MG;13152
3143104;Monte Carmelo ;MG;47931
3143153;Monte Formoso ;MG;4923
3143203;Monte Santo de Minas ;MG;21513
3143302;Montes Claros ;MG;413487
3143401;Monte Sião ;MG;24029
3143450;Montezuma ;MG;8315
3143500;Morada Nova de Minas ;MG;8910
3143609;Morro da Garça ;MG;2437
3143708;Morro do Pilar ;MG;3153
3143807;Munhoz ;MG;5994
3143906;Muriaé ;MG;109392
3144003;Mutum ;MG;26961
3144102;Muzambinho ;MG;20545
3144201;Nacip Raydan ;MG;3220
3144300;Nanuque ;MG;40665
3144359;Naque ;MG;7051
3144375;Natalândia ;MG;3308
3144409;Natércia ;MG;4728
3144508;Nazareno ;MG;8660
3144607;Nepomuceno ;MG;26826
3144656;Ninheira ;MG;10326
3144672;Nova Belém ;MG;3128
3144706;Nova Era ;MG;17551
3144805;Nova Lima ;MG;96157
3144904;Nova Módica ;MG;3573
3145000;Nova Ponte ;MG;15800
3145059;Nova Porteirinha ;MG;7497
3145109;Nova Resende ;MG;16832
3145208;Nova Serrana ;MG;105520
3145307;Novo Cruzeiro ;MG;31335
3145356;Novo Oriente de Minas ;MG;10778
3145372;Novorizonte ;MG;5324
3145406;Olaria ;MG;1720
3145455;Olhos-d'Água ;MG;6171
3145505;Olímpio Noronha ;MG;2809
3145604;Oliveira ;MG;41840
3145703;Oliveira Fortes ;MG;2130
3145802;Onça de Pitangui ;MG;3152
3145851;Oratórios ;MG;4663
3145877;Orizânia ;MG;8079
3145901;Ouro Branco ;MG;39867
3146008;Ouro Fino ;MG;33791
3146107;Ouro Preto ;MG;74558
3146206;Ouro Verde de Minas ;MG;5914
3146255;Padre Carvalho ;MG;6423
3146305;Padre Paraíso ;MG;20252
3146404;Paineiras ;MG;4462
3146503;Pains ;MG;8296
3146552;Pai Pedro ;MG;6094
3146602;Paiva ;MG;1523
3146701;Palma ;MG;6611
3146750;Palmópolis ;MG;5349
3146909;Papagaios ;MG;15800
3147006;Paracatu ;MG;93862
3147105;Pará de Minas ;MG;94808
3147204;Paraguaçu ;MG;21605
3147303;Paraisópolis ;MG;21221
3147402;Paraopeba ;MG;24700
3147501;Passabém ;MG;1633
3147600;Passa Quatro ;MG;16393
3147709;Passa Tempo ;MG;8057
3147808;Passa Vinte ;MG;2031
3147907;Passos ;MG;115337
3147956;Patis ;MG;6002
3148004;Patos de Minas ;MG;153585
3148103;Patrocínio ;MG;91449
3148202;Patrocínio do Muriaé ;MG;5715
3148301;Paula Cândido ;MG;9584
3148400;Paulistas ;MG;4812
3148509;Pavão ;MG;8419
3148608;Peçanha ;MG;17537
3148707;Pedra Azul ;MG;24329
3148756;Pedra Bonita ;MG;7128
3148806;Pedra do Anta ;MG;3005
3148905;Pedra do Indaiá ;MG;3974
3149002;Pedra Dourada ;MG;2532
3149101;Pedralva ;MG;11146
3149150;Pedras de Maria da Cruz ;MG;12212
3149200;Pedrinópolis ;MG;3643
3149309;Pedro Leopoldo ;MG;64712
3149408;Pedro Teixeira ;MG;1806
3149507;Pequeri ;MG;3330
3149606;Pequi ;MG;4432
3149705;Perdigão ;MG;11755
3149804;Perdizes ;MG;16321
3149903;Perdões ;MG;21485
3149952;Periquito ;MG;6773
3150000;Pescador ;MG;4256
3150109;Piau ;MG;2733
3150158;Piedade de Caratinga ;MG;8702
3150208;Piedade de Ponte Nova ;MG;4140
3150307;Piedade do Rio Grande ;MG;4466
3150406;Piedade dos Gerais ;MG;5009
3150505;Pimenta ;MG;8688
3150539;Pingo d'Água ;MG;4986
3150570;Pintópolis ;MG;7524
3150604;Piracema ;MG;6398
3150703;Pirajuba ;MG;6348
3150802;Piranga ;MG;17634
3150901;Piranguçu ;MG;5488
3151008;Piranguinho ;MG;8640
3151107;Pirapetinga ;MG;10772
3151206;Pirapora ;MG;56640
3151305;Piraúba ;MG;10759
3151404;Pitangui ;MG;28215
3151503;Piumhi ;MG;34918
3151602;Planura ;MG;12292
3151701;Poço Fundo ;MG;16846
3151800;Poços de Caldas ;MG;168641
3151909;Pocrane ;MG;8359
3152006;Pompéu ;MG;32035
3152105;Ponte Nova ;MG;59875
3152131;Ponto Chique ;MG;4283
3152170;Ponto dos Volantes ;MG;12179
3152204;Porteirinha ;MG;37864
3152303;Porto Firme ;MG;11348
3152402;Poté ;MG;16616
3152501;Pouso Alegre ;MG;152549
3152600;Pouso Alto ;MG;5900
3152709;Prados ;MG;9080
3152808;Prata ;MG;28017
3152907;Pratápolis ;MG;8566
3153004;Pratinha ;MG;3631
3153103;Presidente Bernardes ;MG;5341
3153202;Presidente Juscelino ;MG;3606
3153301;Presidente Kubitschek ;MG;3001
3153400;Presidente Olegário ;MG;19627
3153509;Alto Jequitibá ;MG;8301
3153608;Prudente de Morais ;MG;10834
3153707;Quartel Geral ;MG;3584
3153806;Queluzito ;MG;1943
3153905;Raposos ;MG;16429
3154002;Raul Soares ;MG;23711
3154101;Recreio ;MG;10520
3154150;Reduto ;MG;7201
3154200;Resende Costa ;MG;11540
3154309;Resplendor ;MG;17396
3154408;Ressaquinha ;MG;4817
3154457;Riachinho ;MG;8134
3154507;Riacho dos Machados ;MG;9476
3154606;Ribeirão das Neves ;MG;338197
3154705;Ribeirão Vermelho ;MG;4047
3154804;Rio Acima ;MG;10420
3154903;Rio Casca ;MG;13473
3155009;Rio Doce ;MG;2620
3155108;Rio do Prado ;MG;5133
3155207;Rio Espera ;MG;5402
3155306;Rio Manso ;MG;5879
3155405;Rio Novo ;MG;8957
3155504;Rio Paranaíba ;MG;12335
3155603;Rio Pardo de Minas ;MG;31045
3155702;Rio Piracicaba ;MG;14332
3155801;Rio Pomba ;MG;17959
3155900;Rio Preto ;MG;5485
3156007;Rio Vermelho ;MG;12739
3156106;Ritápolis ;MG;4562
3156205;Rochedo de Minas ;MG;2320
3156304;Rodeiro ;MG;8224
3156403;Romaria ;MG;3520
3156452;Rosário da Limeira ;MG;4622
3156502;Rubelita ;MG;5798
3156601;Rubim ;MG;10256
3156700;Sabará ;MG;137125
3156809;Sabinópolis ;MG;15416
3156908;Sacramento ;MG;26374
3157005;Salinas ;MG;41699
3157104;Salto da Divisa ;MG;7012
3157203;Santa Bárbara ;MG;31604
3157252;Santa Bárbara do Leste ;MG;8181
3157278;Santa Bárbara do Monte Verde ;MG;3182
3157302;Santa Bárbara do Tugúrio ;MG;4407
3157336;Santa Cruz de Minas ;MG;8664
3157377;Santa Cruz de Salinas ;MG;4107
3157401;Santa Cruz do Escalvado ;MG;4725
3157500;Santa Efigênia de Minas ;MG;4381
3157609;Santa Fé de Minas ;MG;3826
3157658;Santa Helena de Minas ;MG;6386
3157708;Santa Juliana ;MG;14255
3157807;Santa Luzia ;MG;220444
3157906;Santa Margarida ;MG;16302
3158003;Santa Maria de Itabira ;MG;10857
3158102;Santa Maria do Salto ;MG;5217
3158201;Santa Maria do Suaçuí ;MG;14611
3158300;Santana da Vargem ;MG;7073
3158409;Santana de Cataguases ;MG;3891
3158508;Santana de Pirapama ;MG;7589
3158607;Santana do Deserto ;MG;3981
3158706;Santana do Garambéu ;MG;2476
3158805;Santana do Jacaré ;MG;4834
3158904;Santana do Manhuaçu ;MG;8667
3158953;Santana do Paraíso ;MG;35369
3159001;Santana do Riacho ;MG;4315
3159100;Santana dos Montes ;MG;3765
3159209;Santa Rita de Caldas ;MG;8924
3159308;Santa Rita de Jacutinga ;MG;4863
3159357;Santa Rita de Minas ;MG;7268
3159407;Santa Rita de Ibitipoca ;MG;3402
3159506;Santa Rita do Itueto ;MG;5457
3159605;Santa Rita do Sapucaí ;MG;43753
3159704;Santa Rosa da Serra ;MG;3357
3159803;Santa Vitória ;MG;19872
3159902;Santo Antônio do Amparo ;MG;18613
3160009;Santo Antônio do Aventureiro ;MG;3602
3160108;Santo Antônio do Grama ;MG;3886
3160207;Santo Antônio do Itambé ;MG;3799
3160306;Santo Antônio do Jacinto ;MG;11604
3160405;Santo Antônio do Monte ;MG;28427
3160454;Santo Antônio do Retiro ;MG;7297
3160504;Santo Antônio do Rio Abaixo ;MG;1760
3160603;Santo Hipólito ;MG;3065
3160702;Santos Dumont ;MG;46421
3160801;São Bento Abade ;MG;5349
3160900;São Brás do Suaçuí ;MG;3754
3160959;São Domingos das Dores ;MG;5658
3161007;São Domingos do Prata ;MG;17327
3161056;São Félix de Minas ;MG;3362
3161106;São Francisco ;MG;56477
3161205;São Francisco de Paula ;MG;6520
3161304;São Francisco de Sales ;MG;6274
3161403;São Francisco do Glória ;MG;4800
3161502;São Geraldo ;MG;12562
3161601;São Geraldo da Piedade ;MG;3910
3161650;São Geraldo do Baixio ;MG;4059
3161700;São Gonçalo do Abaeté ;MG;8459
3161809;São Gonçalo do Pará ;MG;12597
3161908;São Gonçalo do Rio Abaixo ;MG;11019
3162005;São Gonçalo do Sapucaí ;MG;25561
3162104;São Gotardo ;MG;35782
3162203;São João Batista do Glória ;MG;7498
3162252;São João da Lagoa ;MG;4932
3162302;São João da Mata ;MG;2746
3162401;São João da Ponte ;MG;25098
3162450;São João das Missões ;MG;13125
