cod_ibge;municipio;state_cod_ibge
2310001;palhano;CE
2310100;palmacia;CE
2310209;paracuru;CE
2310258;paraipaba;CE
2310308;parambu;CE
2310407;paramoti;CE
2310506;pedra branca;CE
2310605;penaforte;CE
2310704;pentecoste;CE
2310803;pereiro;CE
2310852;pindoretama;CE
2310902;piquet carneiro;CE
2310951;pires ferreira;CE
2311009;poranga;CE
2311108;porteiras;CE
2311207;potengi;CE
2311231;potiretama;CE
2311264;quiterianopolis;CE
2311306;quixada;CE
2311355;quixelo;CE
2311405;quixeramobim;CE
2311504;quixere;CE
2311603;redencao;CE
2311702;reriutaba;CE
2311801;russas;CE
2311900;saboeiro;CE
2311959;salitre;CE
2312007;santana do acarau;CE
2312106;santana do cariri;CE
2312205;santa quiteria;CE
2312304;sao benedito;CE
2312403;sao goncalo do amarante;CE
2312502;sao joao do jaguaribe;CE
2312601;sao luis do curu;CE
2312700;senador pompeu;CE
2312809;senador sa;CE
2312908;sobral;CE
2313005;solonopole;CE
2313104;tabuleiro do norte;CE
2313203;tamboril;CE
2313252;tarrafas;CE
2313302;taua;CE
2313351;tejucuoca;CE
2313401;tiangua;CE
2313500;trairi;CE
2313559;tururu;CE
2313609;ubajara;CE
2313708;umari;CE
2313757;umirim;CE
2313807;uruburetama;CE
2313906;uruoca;CE
2313955;varjota;CE
2314003;varzea alegre;CE
2314102;vicosa do ceara;CE
2400109;acari;RN
2400208;acu;RN
2400307;afonso bezerra;RN
2400406;agua nova;RN
2400505;alexandria;RN
2400604;almino afonso;RN
2400703;alto do rodrigues;RN
2400802;angicos;RN
2400901;antonio martins;RN
2401008;apodi;RN
2401107;areia branca;RN
2401206;ares;RN
2401305;augusto severo;RN
2401404;baia formosa;RN
2401453;barauna;RN
2401503;barcelona;RN
2401602;bento fernandes;RN
2401651;bodo;RN
2401701;bom jesus;RN
2401800;brejinho;RN
2401859;caicara do norte;RN
2401909;caicara do rio do vento;RN
2402006;caico;RN
2402105;campo redondo;RN
2402204;canguaretama;RN
2402303;caraubas;RN
2402402;carnauba dos dantas;RN
2402501;carnaubais;RN
2402600;ceara-mirim;RN
2402709;cerro cora;RN
2402808;coronel ezequiel;RN
2402907;coronel joao pessoa;RN
2403004;cruzeta;RN
2403103;currais novos;RN
2403202;doutor severiano;RN
2403251;parnamirim;RN
2403301;encanto;RN
2403400;equador;RN
2403509;espirito santo;RN
2403608;extremoz;RN
2403707;felipe guerra;RN
2403756;fernando pedroza;RN
2403806;florania;RN
2403905;francisco dantas;RN
2404002;frutuoso gomes;RN
2404101;galinhos;RN
2404200;goianinha;RN
2404309;governador dix-sept rosado;RN
2404408;grossos;RN
2404507;guamare;RN
2404606;ielmo marinho;RN
2404705;ipanguacu;RN
2404804;ipueira;RN
2404853;itaja;RN
2404903;itau;RN
2405009;jacana;RN
2405108;jandaira;RN
2405207;janduis;RN
2405306;januario cicco;RN
2405405;japi;RN
2405504;jardim de angicos;RN
2405603;jardim de piranhas;RN
2405702;jardim do serido;RN
2405801;joao camara;RN
2405900;joao dias;RN
2406007;jose da penha;RN
2406106;jucurutu;RN
2406155;jundia;RN
2406205;lagoa d'anta;RN
2406304;lagoa de pedras;RN
2406403;lagoa de velhos;RN
2406502;lagoa nova;RN
2406601;lagoa salgada;RN
2406700;lajes;RN
2406809;lajes pintadas;RN
2406908;lucrecia;RN
2407005;luis gomes;RN
2407104;macaiba;RN
2407203;macau;RN
2407252;major sales;RN
2407302;marcelino vieira;RN
2407401;martins;RN
2407500;maxaranguape;RN
2407609;messias targino;RN
2407708;montanhas;RN
2407807;monte alegre;RN
2407906;monte das gameleiras;RN
2408003;mossoro;RN
2408102;natal;RN
2408201;nisia floresta;RN
2408300;nova cruz;RN
2408409;olho d'agua do borges;RN
2408508;ouro branco;RN
2408607;parana;RN
2408706;parau;RN
2408805;parazinho;RN
2408904;parelhas;RN
2408953;rio do fogo;RN
2409100;passa e fica;RN
2409209;passagem;RN
2409308;patu;RN
2409332;santa maria;RN
2409407;pau dos ferros;RN
2409506;pedra grande;RN
2409605;pedra preta;RN
2409704;pedro avelino;RN
2409803;pedro velho;RN
2409902;pendencias;RN
2410009;piloes;RN
2410108;poco branco;RN
2410207;portalegre;RN
2410256;porto do mangue;RN
2410306;serra caiada;RN
2410405;pureza;RN
2410504;rafael fernandes;RN
2410603;rafael godeiro;RN
2410702;riacho da cruz;RN
2410801;riacho de santana;RN
2410900;riachuelo;RN
2411007;rodolfo fernandes;RN
2411056;tibau;RN
2411106;ruy barbosa;RN
2411205;santa cruz;RN
2411403;santana do matos;RN
2411429;santana do serido;RN
2411502;santo antonio;RN
2411601;sao bento do norte;RN
2411700;sao bento do trairi;RN
2411809;sao fernando;RN
2411908;sao francisco do oeste;RN
2412005;sao goncalo do amarante;RN
2412104;sao joao do sabugi;RN
2412203;sao jose de mipibu;RN
2412302;sao jose do campestre;RN
2412401;sao jose do serido;RN
2412500;sao miguel;RN
2412559;sao miguel do gostoso;RN
2412609;sao paulo do potengi;RN
2412708;sao pedro;RN
2412807;sao rafael;RN
2412906;sao tome;RN
2413003;sao vicente;RN
2413102;senador eloi de souza;RN
2413201;senador georgino avelino;RN
2413300;serra de sao bento;RN
2413359;serra do mel;RN
2413409;serra negra do norte;RN
2413508;serrinha;RN
2413557;serrinha dos pintos;RN
2413607;severiano melo;RN
2413706;sitio novo;RN
2413805;taboleiro grande;RN
2413904;taipu;RN
2414001;tangara;RN
2414100;tenente ananias;RN
2414159;tenente laurentino cruz;RN
2414209;tibau do sul;RN
2414308;timbauba dos batistas;RN
2414407;touros;RN
2414456;triunfo potiguar;RN
2414506;umarizal;RN
2414605;upanema;RN
2414704;varzea;RN
2414753;venha-ver;RN
2414803;vera cruz;RN
2414902;vicosa;RN
2415008;vila flor;RN
2500106;agua branca;PB
2500205;aguiar;PB
2500304;alagoa grande;PB
2500403;alagoa nova;PB
2500502;alagoinha;PB
2500536;alcantil;PB
2500577;algodao de jandaira;PB
2500601;alhandra;PB
2500700;sao joao do rio do peixe;PB
2500734;amparo;PB
2500775;aparecida;PB
2500809;aracagi;PB
2500908;arara;PB
2501005;araruna;PB
2501104;areia;PB
2501153;areia de baraunas;PB
2501203;areial;PB
2501302;aroeiras;PB
2501351;assuncao;PB
2501401;baia da traicao;PB
2501500;bananeiras;PB
2501534;barauna;PB
2501575;barra de santana;PB
2501609;barra de santa rosa;PB
2501708;barra de sao miguel;PB
2501807;bayeux;PB
2501906;belem;PB
2502003;belem do brejo do cruz;PB
2502052;bernardino batista;PB
2502102;boa ventura;PB
2502151;boa vista;PB
2502201;bom jesus;PB
2502300;bom sucesso;PB
2502409;bonito de santa fe;PB
2502508;boqueirao;PB
2502607;igaracy;PB
2502706;borborema;PB
2502805;brejo do cruz;PB
2502904;brejo dos santos;PB
2503001;caapora;PB
2503100;cabaceiras;PB
2503209;cabedelo;PB
2503308;cachoeira dos indios;PB
2503407;cacimba de areia;PB
2503506;cacimba de dentro;PB
2503555;cacimbas;PB
2503605;caicara;PB
2503704;cajazeiras;PB
2503753;cajazeirinhas;PB
2503803;caldas brandao;PB
2503902;camalau;PB
2504009;campina grande;PB
2504033;capim;PB
2504074;caraubas;PB
2504108;carrapateira;PB
2504157;casserengue;PB
2504207;catingueira;PB
2504306;catole do rocha;PB
2504355;caturite;PB
2504405;conceicao;PB
2504504;condado;PB
2504603;conde;PB
2504702;congo;PB
2504801;coremas;PB
2504850;coxixola;PB
2504900;cruz do espirito santo;PB
2505006;cubati;PB
2505105;cuite;PB
2505204;cuitegi;PB
2505238;cuite de mamanguape;PB
2505279;curral de cima;PB
2505303;curral velho;PB
2505352;damiao;PB
2505402;desterro;PB
2505501;vista serrana;PB
2505600;diamante;PB
2505709;dona ines;PB
2505808;duas estradas;PB
2505907;emas;PB
2506004;esperanca;PB
2506103;fagundes;PB
2506202;frei martinho;PB
2506251;gado bravo;PB
2506301;guarabira;PB
2506400;gurinhem;PB
2506509;gurjao;PB
2506608;ibiara;PB
2506707;imaculada;PB
2506806;inga;PB
2506905;itabaiana;PB
2507002;itaporanga;PB
2507101;itapororoca;PB
2507200;itatuba;PB
2507309;jacarau;PB
2507408;jerico;PB
2507507;joao pessoa;PB
2507606;juarez tavora;PB
2507705;juazeirinho;PB
2507804;junco do serido;PB
2507903;juripiranga;PB
2508000;juru;PB
2508109;lagoa;PB
2508208;lagoa de dentro;PB
2508307;lagoa seca;PB
2508406;lastro;PB
2508505;livramento;PB
2508554;logradouro;PB
2508604;lucena;PB
2508703;mae d'agua;PB
2508802;malta;PB
2508901;mamanguape;PB
2509008;manaira;PB
2509057;marcacao;PB
2509107;mari;PB
2509156;marizopolis;PB
2509206;massaranduba;PB
2509305;mataraca;PB
2509339;matinhas;PB
2509370;mato grosso;PB
2509396;matureia;PB
2509404;mogeiro;PB
2509503;montadas;PB
2509602;monte horebe;PB
2509701;monteiro;PB
2509800;mulungu;PB
2509909;natuba;PB
2510006;nazarezinho;PB
2510105;nova floresta;PB
2510204;nova olinda;PB
2510303;nova palmeira;PB
2510402;olho d'agua;PB
2510501;olivedos;PB
2510600;ouro velho;PB
2510659;parari;PB
2510709;passagem;PB
2510808;patos;PB
2510907;paulista;PB
2511004;pedra branca;PB
2511103;pedra lavrada;PB
2511202;pedras de fogo;PB
2511301;pianco;PB
2511400;picui;PB
2511509;pilar;PB
2511608;piloes;PB
2511707;piloezinhos;PB
2511806;pirpirituba;PB
2511905;pitimbu;PB
2512002;pocinhos;PB
2512036;poco dantas;PB
2512077;poco de jose de moura;PB
2512101;pombal;PB
2512200;prata;PB
2512309;princesa isabel;PB
2512408;puxinana;PB
2512507;queimadas;PB
2512606;quixaba;PB
2512705;remigio;PB
2512721;pedro regis;PB
2512747;riachao;PB
2512754;riachao do bacamarte;PB
2512762;riachao do poco;PB
2512788;riacho de santo antonio;PB
2512804;riacho dos cavalos;PB
2512903;rio tinto;PB
2513000;salgadinho;PB
2513109;salgado de sao felix;PB
2513158;santa cecilia;PB
2513208;santa cruz;PB
2513307;santa helena;PB
2513356;santa ines;PB
2513406;santa luzia;PB
2513505;santana de mangueira;PB
2513604;santana dos garrotes;PB
2513653;joca claudino;PB
2513703;santa rita;PB
2513802;santa teresinha;PB
2513851;santo andre;PB
2513901;sao bento;PB
2513927;sao bentinho;PB
2513943;sao domingos do cariri;PB
2513968;sao domingos;PB
2513984;sao francisco;PB
2514008;sao joao do cariri;PB
2514107;sao joao do tigre;PB
2514206;sao jose da lagoa tapada;PB
2514305;sao jose de caiana;PB
2514404;sao jose de espinharas;PB
2514453;sao jose dos ramos;PB
2514503;sao jose de piranhas;PB
2514552;sao jose de princesa;PB
2514602;sao jose do bonfim;PB
2514651;sao jose do brejo do cruz;PB
2514701;sao jose do sabugi;PB
2514800;sao jose dos cordeiros;PB
2514909;sao mamede;PB
2515005;sao miguel de taipu;PB
2515104;sao sebastiao de lagoa de roca;PB
2515203;sao sebastiao do umbuzeiro;PB
2515302;sape;PB
2515401;sao vicente do serido;PB
2515500;serra branca;PB
2515609;serra da raiz;PB
2515708;serra grande;PB
2515807;serra redonda;PB
2515906;serraria;PB
2515930;sertaozinho;PB
2515971;sobrado;PB
2516003;solanea;PB
2516102;soledade;PB
2516151;sossego;PB
2516201;sousa;PB
2516300;sume;PB
2516409;tacima;PB
2516508;taperoa;PB
2516607;tavares;PB
2516706;teixeira;PB
2516755;tenorio;PB
2516805;triunfo;PB
2516904;uirauna;PB
2517001;umbuzeiro;PB
2517100;varzea;PB
2517209;vieiropolis;PB
2517407;zabele;PB
2600054;abreu e lima;PE
2600104;afogados da ingazeira;PE
2600203;afranio;PE
2600302;agrestina;PE
2600401;agua preta;PE
2600500;aguas belas;PE
2600609;alagoinha;PE
2600708;alianca;PE
2600807;altinho;PE
2600906;amaraji;PE
2601003;angelim;PE
2601052;aracoiaba;PE
2601102;araripina;PE
2601201;arcoverde;PE
2601300;barra de guabiraba;PE
2601409;barreiros;PE
2601508;belem de maria;PE
2601607;belem do sao francisco;PE
2601706;belo jardim;PE
2601805;betania;PE
2601904;bezerros;PE
2602001;bodoco;PE
2602100;bom conselho;PE
2602209;bom jardim;PE
2602308;bonito;PE
2602407;brejao;PE
2602506;brejinho;PE
2602605;brejo da madre de deus;PE
2602704;buenos aires;PE
2602803;buique;PE
2602902;cabo de santo agostinho;PE
2603009;cabrobo;PE
2603108;cachoeirinha;PE
2603207;caetes;PE
2603306;calcado;PE
2603405;calumbi;PE
2603454;camaragibe;PE
2603504;camocim de sao felix;PE
2603603;camutanga;PE
2603702;canhotinho;PE
2603801;capoeiras;PE
2603900;carnaiba;PE
2603926;carnaubeira da penha;PE
2604007;carpina;PE
2604106;caruaru;PE
2604155;casinhas;PE
2604205;catende;PE
2604304;cedro;PE
2604403;cha de alegria;PE
2604502;cha grande;PE
2604601;condado;PE
2604700;correntes;PE
2604809;cortes;PE
2604908;cumaru;PE
2605004;cupira;PE
2605103;custodia;PE
2605152;dormentes;PE
2605202;escada;PE
2605301;exu;PE
2605400;feira nova;PE
2605459;fernando de noronha;PE
2605509;ferreiros;PE
2605608;flores;PE
2605707;floresta;PE
2605806;frei miguelinho;PE
2605905;gameleira;PE
2606002;garanhuns;PE
2606101;gloria do goita;PE
2606200;goiana;PE
2606309;granito;PE
2606408;gravata;PE
2606507;iati;PE
2606606;ibimirim;PE
2606705;ibirajuba;PE
2606804;igarassu;PE
2606903;iguaracy;PE
2607000;inaja;PE
2607109;ingazeira;PE
2607208;ipojuca;PE
2607307;ipubi;PE
2607406;itacuruba;PE
2607505;itaiba;PE
2607604;ilha de itamaraca;PE
2607653;itambe;PE
2607703;itapetim;PE
2607752;itapissuma;PE
2607802;itaquitinga;PE
2607901;jaboatao dos guararapes;PE
2607950;jaqueira;PE
2608008;jatauba;PE
2608057;jatoba;PE
2608107;joao alfredo;PE
2608206;joaquim nabuco;PE
2608255;jucati;PE
2608305;jupi;PE
2608404;jurema;PE
2608453;lagoa do carro;PE
2608503;lagoa de itaenga;PE
2608602;lagoa do ouro;PE
2608701;lagoa dos gatos;PE
2608750;lagoa grande;PE
2608800;lajedo;PE
2608909;limoeiro;PE
2609006;macaparana;PE
2609105;machados;PE
2609154;manari;PE
2609204;maraial;PE
2609303;mirandiba;PE
2609402;moreno;PE
2609501;nazare da mata;PE
2609600;olinda;PE
2609709;orobo;PE
2609808;oroco;PE
2609907;ouricuri;PE
2610004;palmares;PE
2610103;palmeirina;PE
2610202;panelas;PE
2610301;paranatama;PE
2610400;parnamirim;PE
2610509;passira;PE
2610608;paudalho;PE
2610707;paulista;PE
2610806;pedra;PE
2610905;pesqueira;PE
2611002;petrolandia;PE
2611101;petrolina;PE
2611200;pocao;PE
2611309;pombos;PE
2611408;primavera;PE
2611507;quipapa;PE
2611533;quixaba;PE
2611606;recife;PE
2611705;riacho das almas;PE
2611804;ribeirao;PE
2611903;rio formoso;PE
2612000;saire;PE
2612109;salgadinho;PE
2612208;salgueiro;PE
2612307;saloa;PE
2612406;sanharo;PE
2612455;santa cruz;PE
2612471;santa cruz da baixa verde;PE
2612505;santa cruz do capibaribe;PE
2612554;santa filomena;PE
2612604;santa maria da boa vista;PE
2612703;santa maria do cambuca;PE
2612802;santa terezinha;PE
2612901;sao benedito do sul;PE
2613008;sao bento do una;PE
2613107;sao caitano;PE
2613206;sao joao;PE
2613305;sao joaquim do monte;PE
2613404;sao jose da coroa grande;PE
2613503;sao jose do belmonte;PE
2613602;sao jose do egito;PE
2613701;sao lourenco da mata;PE
2613800;sao vicente ferrer;PE
2613909;serra talhada;PE
2614006;serrita;PE
2614105;sertania;PE
2614204;sirinhaem;PE
2614303;moreilandia;PE
2614402;solidao;PE
2614501;surubim;PE
2614600;tabira;PE
2614709;tacaimbo;PE
2614808;tacaratu;PE
2614857;tamandare;PE
2615003;taquaritinga do norte;PE
2615102;terezinha;PE
2615201;terra nova;PE
2615300;timbauba;PE
2615409;toritama;PE
2615508;tracunhaem;PE
2615607;trindade;PE
2615706;triunfo;PE
2615805;tupanatinga;PE
2615904;tuparetama;PE
2616001;venturosa;PE
2616100;verdejante;PE
2616183;vertente do lerio;PE
2616209;vertentes;PE
2616308;vicencia;PE
2616407;vitoria de santo antao;PE
2616506;xexeu;PE
2700102;agua branca;AL
2700201;anadia;AL
2700300;arapiraca;AL
2700409;atalaia;AL
2700508;barra de santo antonio;AL
2700607;barra de sao miguel;AL
2700706;batalha;AL
2700805;belem;AL
2700904;belo monte;AL
2701001;boca da mata;AL
2701100;branquinha;AL
2701209;cacimbinhas;AL
2701308;cajueiro;AL
2701357;campestre;AL
2701407;campo alegre;AL
2701506;campo grande;AL
2701605;canapi;AL
2701704;capela;AL
2701803;carneiros;AL
2701902;cha preta;AL
2702009;coite do noia;AL
2702108;colonia leopoldina;AL
2702207;coqueiro seco;AL
2702306;coruripe;AL
2702355;craibas;AL
2702405;delmiro gouveia;AL
2702504;dois riachos;AL
2702553;estrela de alagoas;AL
2702603;feira grande;AL
2702702;feliz deserto;AL
2702801;flexeiras;AL
2702900;girau do ponciano;AL
2703007;ibateguara;AL
2703106;igaci;AL
2703205;igreja nova;AL
2703304;inhapi;AL
2703403;jacare dos homens;AL
2703502;jacuipe;AL
2703601;japaratinga;AL
2703700;jaramataia;AL
2703759;jequia da praia;AL
2703809;joaquim gomes;AL
2703908;jundia;AL
2704005;junqueiro;AL
2704104;lagoa da canoa;AL
2704203;limoeiro de anadia;AL
2704302;maceio;AL
2704401;major isidoro;AL
2704500;maragogi;AL
2704609;maravilha;AL
2704708;marechal deodoro;AL
2704807;maribondo;AL
2704906;mar vermelho;AL
2705002;mata grande;AL
2705101;matriz de camaragibe;AL
2705200;messias;AL
2705309;minador do negrao;AL
2705408;monteiropolis;AL
2705507;murici;AL
2705606;novo lino;AL
2705705;olho d'agua das flores;AL
2705804;olho d'agua do casado;AL
2705903;olho d'agua grande;AL
2706000;olivenca;AL
2706109;ouro branco;AL
2706208;palestina;AL
2706307;palmeira dos indios;AL
2706406;pao de acucar;AL
2706422;pariconha;AL
2706448;paripueira;AL
2706505;passo de camaragibe;AL
2706604;paulo jacinto;AL
2706703;penedo;AL
2706802;piacabucu;AL
2706901;pilar;AL
2707008;pindoba;AL
2707107;piranhas;AL
2707206;poco das trincheiras;AL
2707305;porto calvo;AL
2707404;porto de pedras;AL
2707503;porto real do colegio;AL
2707602;quebrangulo;AL
2707701;rio largo;AL
2707800;roteiro;AL
2707909;santa luzia do norte;AL
2708006;santana do ipanema;AL
2708105;santana do mundau;AL
2708204;sao bras;AL
2708303;sao jose da laje;AL
2708402;sao jose da tapera;AL
2708501;sao luis do quitunde;AL
2708600;sao miguel dos campos;AL
2708709;sao miguel dos milagres;AL
2708808;sao sebastiao;AL
2708907;satuba;AL
2708956;senador rui palmeira;AL
2709004;tanque d'arca;AL
2709103;taquarana;AL
2709152;teotonio vilela;AL
2709202;traipu;AL
2709301;uniao dos palmares;AL
2709400;vicosa;AL
2800100;amparo de sao francisco;SE
2800209;aquidaba;SE
2800308;aracaju;SE
2800407;araua;SE
2800506;areia branca;SE
2800605;barra dos coqueiros;SE
2800670;boquim;SE
2800704;brejo grande;SE
2801009;campo do brito;SE
2801108;canhoba;SE
2801207;caninde de sao francisco;SE
2801306;capela;SE
2801405;carira;SE
2801504;carmopolis;SE
2801603;cedro de sao joao;SE
2801702;cristinapolis;SE
2801900;cumbe;SE
2802007;divina pastora;SE
2802106;estancia;SE
2802205;feira nova;SE
2802304;frei paulo;SE
2802403;gararu;SE
2802502;general maynard;SE
2802601;gracho cardoso;SE
2802700;ilha das flores;SE
2802809;indiaroba;SE
2802908;itabaiana;SE
2803005;itabaianinha;SE
2803104;itabi;SE
2803203;itaporanga d'ajuda;SE
2803302;japaratuba;SE
2803401;japoata;SE
2803500;lagarto;SE
2803609;laranjeiras;SE
2803708;macambira;SE
2803807;malhada dos bois;SE
2803906;malhador;SE
2804003;maruim;SE
2804102;moita bonita;SE
2804201;monte alegre de sergipe;SE
2804300;muribeca;SE
2804409;neopolis;SE
2804458;nossa senhora aparecida;SE
2804508;nossa senhora da gloria;SE
2804607;nossa senhora das dores;SE
2804706;nossa senhora de lourdes;SE
2804805;nossa senhora do socorro;SE
2804904;pacatuba;SE
2805000;pedra mole;SE
2805109;pedrinhas;SE
2805208;pinhao;SE
2805307;pirambu;SE
2805406;poco redondo;SE
2805505;poco verde;SE
2805604;porto da folha;SE
2805703;propria;SE
2805802;riachao do dantas;SE
2805901;riachuelo;SE
2806008;ribeiropolis;SE
2806107;rosario do catete;SE
2806206;salgado;SE
2806305;santa luzia do itanhy;SE
2806404;santana do sao francisco;SE
2806503;santa rosa de lima;SE
2806602;santo amaro das brotas;SE
2806701;sao cristovao;SE
2806800;sao domingos;SE
2806909;sao francisco;SE
2807006;sao miguel do aleixo;SE
2807105;simao dias;SE
2807204;siriri;SE
2807303;telha;SE
2807402;tobias barreto;SE
2807501;tomar do geru;SE
2807600;umbauba;SE
2900108;abaira;BA
2900207;abare;BA
2900306;acajutiba;BA
2900355;adustina;BA
2900405;agua fria;BA
2900504;erico cardoso;BA
2900603;aiquara;BA
2900702;alagoinhas;BA
2900801;alcobaca;BA
2900900;almadina;BA
2901007;amargosa;BA
2901106;amelia rodrigues;BA
2901155;america dourada;BA
2901205;anage;BA
2901304;andarai;BA
2901353;andorinha;BA
2901403;angical;BA
2901502;anguera;BA
2901601;antas;BA
2901700;antonio cardoso;BA
2901809;antonio goncalves;BA
2901908;apora;BA
2901957;apuarema;BA
2902005;aracatu;BA
2902054;aracas;BA
2902104;araci;BA
2902203;aramari;BA
2902252;arataca;BA
2902302;aratuipe;BA
2902401;aurelino leal;BA
2902500;baianopolis;BA
2902609;baixa grande;BA
2902658;banzae;BA
2902708;barra;BA
2902807;barra da estiva;BA
2902906;barra do choca;BA
2903003;barra do mendes;BA
2903102;barra do rocha;BA
2903201;barreiras;BA
2903235;barro alto;BA
2903276;barrocas;BA
2903300;barro preto;BA
2903409;belmonte;BA
2903508;belo campo;BA
2903607;biritinga;BA
2903706;boa nova;BA
2903805;boa vista do tupim;BA
2903904;bom jesus da lapa;BA
2903953;bom jesus da serra;BA
2904001;boninal;BA
2904050;bonito;BA
2904100;boquira;BA
2904209;botupora;BA
2904308;brejoes;BA
2904407;brejolandia;BA
2904506;brotas de macaubas;BA
2904605;brumado;BA
2904704;buerarema;BA
2904753;buritirama;BA
2904803;caatiba;BA
2904852;cabaceiras do paraguacu;BA
2904902;cachoeira;BA
2905008;cacule;BA
2905107;caem;BA
2905156;caetanos;BA
2905206;caetite;BA
2905305;cafarnaum;BA
2905404;cairu;BA
2905503;caldeirao grande;BA
2905602;camacan;BA
2905701;camacari;BA
2905800;camamu;BA
2905909;campo alegre de lourdes;BA
2906006;campo formoso;BA
2906105;canapolis;BA
2906204;canarana;BA
2906303;canavieiras;BA
2906402;candeal;BA
2906501;candeias;BA
2906600;candiba;BA
2906709;candido sales;BA
2906808;cansancao;BA
2906824;canudos;BA
2906857;capela do alto alegre;BA
2906873;capim grosso;BA
2906899;caraibas;BA
2906907;caravelas;BA
2907004;cardeal da silva;BA
2907103;carinhanha;BA
2907202;casa nova;BA
2907301;castro alves;BA
2907400;catolandia;BA
2907509;catu;BA
2907558;caturama;BA
2907608;central;BA
2907707;chorrocho;BA
2907806;cicero dantas;BA
2907905;cipo;BA
2908002;coaraci;BA
2908101;cocos;BA
2908200;conceicao da feira;BA
2908309;conceicao do almeida;BA
2908408;conceicao do coite;BA
2908507;conceicao do jacuipe;BA
2908606;conde;BA
2908705;condeuba;BA
2908804;contendas do sincora;BA
2908903;coracao de maria;BA
2909000;cordeiros;BA
2909109;coribe;BA
2909208;coronel joao sa;BA
2909307;correntina;BA
2909406;cotegipe;BA
2909505;cravolandia;BA
2909604;crisopolis;BA
2909703;cristopolis;BA
2909802;cruz das almas;BA
2909901;curaca;BA
2910008;dario meira;BA
2910057;dias d'avila;BA
2910107;dom basilio;BA
2910206;dom macedo costa;BA
2910305;elisio medrado;BA
2910404;encruzilhada;BA
2910503;entre rios;BA
2910602;esplanada;BA
2910701;euclides da cunha;BA
2910727;eunapolis;BA
2910750;fatima;BA
2910776;feira da mata;BA
2910800;feira de santana;BA
2910859;filadelfia;BA
2910909;firmino alves;BA
2911006;floresta azul;BA
2911105;formosa do rio preto;BA
2911204;gandu;BA
2911253;gaviao;BA
2911303;gentio do ouro;BA
2911402;gloria;BA
2911501;gongogi;BA
2911600;governador mangabeira;BA
2911659;guajeru;BA
2911709;guanambi;BA
2911808;guaratinga;BA
2911857;heliopolis;BA
2911907;iacu;BA
2912004;ibiassuce;BA
2912103;ibicarai;BA
2912202;ibicoara;BA
2912301;ibicui;BA
2912400;ibipeba;BA
2912509;ibipitanga;BA
2912608;ibiquera;BA
2912707;ibirapitanga;BA
2912806;ibirapua;BA
2912905;ibirataia;BA
2913002;ibitiara;BA
2913101;ibitita;BA
2913200;ibotirama;BA
2913309;ichu;BA
2913408;igapora;BA
2913457;igrapiuna;BA
2913507;iguai;BA
2913606;ilheus;BA
2913705;inhambupe;BA
2913804;ipecaeta;BA
2913903;ipiau;BA
2914000;ipira;BA
2914109;ipupiara;BA
2914208;irajuba;BA
2914307;iramaia;BA
2914406;iraquara;BA
2914505;irara;BA
2914604;irece;BA
2914653;itabela;BA
2914703;itaberaba;BA
2914802;itabuna;BA
2914901;itacare;BA
2915007;itaete;BA
2915106;itagi;BA
2915205;itagiba;BA
2915304;itagimirim;BA
2915353;itaguacu da bahia;BA
2915403;itaju do colonia;BA
2915502;itajuipe;BA
2915601;itamaraju;BA
2915700;itamari;BA
2915809;itambe;BA
2915908;itanagra;BA
2916005;itanhem;BA
2916104;itaparica;BA
2916203;itape;BA
2916302;itapebi;BA
2916401;itapetinga;BA
2916500;itapicuru;BA
2916609;itapitanga;BA
2916708;itaquara;BA
2916807;itarantim;BA
2916856;itatim;BA
2916906;itirucu;BA
2917003;itiuba;BA
2917102;itororo;BA
2917201;ituacu;BA
2917300;itubera;BA
2917334;iuiu;BA
2917359;jaborandi;BA
2917409;jacaraci;BA
2917508;jacobina;BA
2917607;jaguaquara;BA
2917706;jaguarari;BA
2917805;jaguaripe;BA
2917904;jandaira;BA
2918001;jequie;BA
2918100;jeremoabo;BA
2918209;jiquirica;BA
2918308;jitauna;BA
2918357;joao dourado;BA
2918407;juazeiro;BA
2918456;jucurucu;BA
2918506;jussara;BA
2918555;jussari;BA
2918605;jussiape;BA
2918704;lafaiete coutinho;BA
2918753;lagoa real;BA
2918803;laje;BA
2918902;lajedao;BA
2919009;lajedinho;BA
2919058;lajedo do tabocal;BA
2919108;lamarao;BA
2919157;lapao;BA
2919207;lauro de freitas;BA
2919306;lencois;BA
2919405;licinio de almeida;BA
2919504;livramento de nossa senhora;BA
2919553;luis eduardo magalhaes;BA
2919603;macajuba;BA
2919702;macarani;BA
2919801;macaubas;BA
2919900;macurure;BA
2919926;madre de deus;BA
2919959;maetinga;BA
2920007;maiquinique;BA
2920106;mairi;BA
2920205;malhada;BA
2920304;malhada de pedras;BA
2920403;manoel vitorino;BA
2920452;mansidao;BA
2920502;maracas;BA
2920601;maragogipe;BA
2920700;marau;BA
2920809;marcionilio souza;BA
2920908;mascote;BA
2921005;mata de sao joao;BA
2921054;matina;BA
2921104;medeiros neto;BA
2921203;miguel calmon;BA
2921302;milagres;BA
2921401;mirangaba;BA
2921450;mirante;BA
2921500;monte santo;BA
2921609;morpara;BA
2921708;morro do chapeu;BA
2921807;mortugaba;BA
2921906;mucuge;BA
2922003;mucuri;BA
2922052;mulungu do morro;BA
2922102;mundo novo;BA
2922201;muniz ferreira;BA
2922250;muquem do sao francisco;BA
2922300;muritiba;BA
2922409;mutuipe;BA
2922508;nazare;BA
